timestamp_utc,period,tick,event_type,action,strike,rtm_spot,effective_vol_low,effective_vol_mid,effective_vol_high,stress_low,stress_high,robust_edge_dollars,edge_return,call_bid,call_ask,put_bid,put_ask,current_portfolio_delta,projected_portfolio_delta,message
2026-09-18T23:52:56.928885+00:00,1,6.0,PLAN_INVALIDATED,WAIT,,49.989999999999995,0.23920574356629073,0.23920574356629073,0.23920574356629073,0.1631169606667034,0.36309328648968103,,,,,,,0.0,,INVALIDATED_NEWS
2026-09-18T23:52:57.937556+00:00,1,7.0,PLAN_INVALIDATED,WAIT,,50.010000000000005,0.23932855449483462,0.23932855449483462,0.23932855449483462,0.16297678806228505,0.3635246492996922,,,,,,,0.0,,INVALIDATED_NEWS
2026-09-18T23:52:58.953742+00:00,1,8.0,PLAN_INVALIDATED,WAIT,,49.96,0.23945214295788478,0.23945214295788478,0.23945214295788478,0.16283553346522409,0.3639584501349811,,,,,,,0.0,,INVALIDATED_NEWS
2026-09-18T23:52:59.955907+00:00,1,9.0,PLAN_INVALIDATED,WAIT,,50.08,0.23957651641280464,0.23957651641280464,0.23957651641280464,0.1626931841379609,0.3643947106567811,,,,,,,0.0,,INVALIDATED_NEWS
2026-09-18T23:53:00.965541+00:00,1,10.0,PLAN_INVALIDATED,WAIT,,50.15,0.23970168241321158,0.23970168241321158,0.23970168241321158,0.16254972713943094,0.3648334527916294,,,,,,,0.0,,INVALIDATED_NEWS
2026-09-18T23:53:01.979768+00:00,1,11.0,PLAN_INVALIDATED,WAIT,,50.03,0.23982764861054343,0.23982764861054343,0.23982764861054343,0.16240514932092381,0.36527469873553,,,,,,,0.0,,INVALIDATED_NEWS
2026-09-18T23:53:02.979457+00:00,1,12.0,PLAN_INVALIDATED,WAIT,,50.17,0.23995442275565584,0.23995442275565584,0.23995442275565584,0.16225943732183962,0.3657184709581949,,,,,,,0.0,,INVALIDATED_NEWS
2026-09-18T23:53:03.980018+00:00,1,13.0,PLAN_INVALIDATED,WAIT,,50.39,0.2400820127004513,0.2400820127004513,0.2400820127004513,0.162112577565339,0.36616479220736775,,,,,,,0.0,,INVALIDATED_NEWS
2026-09-18T23:53:04.992064+00:00,1,14.0,PLAN_INVALIDATED,WAIT,,50.33,0.24021042639954027,0.24021042639954027,0.24021042639954027,0.16196455625388378,0.36661368551323126,,,,,,,0.0,,INVALIDATED_NEWS
2026-09-18T23:53:05.995478+00:00,1,15.0,PLAN_INVALIDATED,WAIT,,49.97,0.2403396719119356,0.2403396719119356,0.2403396719119356,0.16181535936466535,0.36706517419289886,,,,,,,0.0,,INVALIDATED_NEWS
2026-09-18T23:53:06.998052+00:00,1,16.0,PLAN_INVALIDATED,WAIT,,49.79,0.2404697574027805,0.2404697574027805,0.2404697574027805,0.16166497264491678,0.36751928185499505,,,,,,,0.0,,INVALIDATED_NEWS
2026-09-18T23:53:08.014736+00:00,1,17.0,PLAN_INVALIDATED,WAIT,,49.7,0.24060069114511143,0.24060069114511143,0.24060069114511143,0.16151338160710568,0.36797603240432425,,,,,,,0.0,,INVALIDATED_NEWS
2026-09-18T23:53:09.019588+00:00,1,18.0,PLAN_INVALIDATED,WAIT,,49.64,0.24073248152165605,0.24073248152165605,0.24073248152165605,0.16136057152400393,0.3684354500466314,,,,,,,0.0,,INVALIDATED_NEWS
2026-09-18T23:53:10.028490+00:00,1,19.0,PLAN_INVALIDATED,WAIT,,49.81,0.24086513702666779,0.24086513702666779,0.24086513702666779,0.1612065274236306,0.3688975592934562,,,,,,,0.0,,INVALIDATED_NEWS
2026-09-18T23:53:11.037117+00:00,1,20.0,PLAN_INVALIDATED,WAIT,,49.68,0.24099866626779734,0.24099866626779734,0.24099866626779734,0.16105123408406408,0.36936238496708274,,,,,,,0.0,,INVALIDATED_NEWS
2026-09-18T23:53:12.044674+00:00,1,21.0,PLAN_INVALIDATED,WAIT,,49.83,0.2411330779680021,0.2411330779680021,0.2411330779680021,0.16089467602811955,0.36982995220558745,,,,,,,0.0,,INVALIDATED_NEWS
2026-09-18T23:53:13.054745+00:00,1,22.0,PLAN_INVALIDATED,WAIT,,49.96,0.24126838096749492,0.24126838096749492,0.24126838096749492,0.16073683751788762,0.37030028646798724,,,,,,,0.0,,INVALIDATED_NEWS
2026-09-18T23:53:14.059632+00:00,1,23.0,PLAN_INVALIDATED,WAIT,,49.730000000000004,0.24140458422573205,0.24140458422573205,0.24140458422573205,0.1605777025491294,0.37077341353949,,,,,,,0.0,,INVALIDATED_NEWS
2026-09-18T23:53:15.072770+00:00,1,24.0,PLAN_INVALIDATED,WAIT,,49.45,0.24154169682344254,0.24154169682344254,0.24154169682344254,0.16041725484552438,0.3712493595368506,,,,,,,0.0,,INVALIDATED_NEWS
2026-09-18T23:53:16.074887+00:00,1,25.0,PLAN_INVALIDATED,WAIT,,49.39,0.241679727964699,0.241679727964699,0.241679727964699,0.1602554778527654,0.3717281509138341,,,,,,,0.0,,INVALIDATED_NEWS
2026-09-18T23:53:17.075341+00:00,1,26.0,PLAN_INVALIDATED,WAIT,,49.4,0.24181868697903142,0.24181868697903142,0.24181868697903142,0.16009235473249692,0.37220981446678897,,,,,,,0.0,,INVALIDATED_NEWS
2026-09-18T23:53:18.090671+00:00,1,27.0,PLAN_INVALIDATED,WAIT,,49.21,0.2419585833235846,0.2419585833235846,0.2419585833235846,0.1599278683560907,0.37269437734033356,,,,,,,0.0,,INVALIDATED_NEWS
2026-09-18T23:53:19.094459+00:00,1,28.0,PLAN_INVALIDATED,WAIT,,49.32,0.24209942658532088,0.24209942658532088,0.24209942658532088,0.15976200129825469,0.3731818670331571,,,,,,,0.0,,INVALIDATED_NEWS
2026-09-18T23:53:20.101543+00:00,1,29.0,PLAN_INVALIDATED,WAIT,,49.39,0.2422412264832683,0.2422412264832683,0.2422412264832683,0.15959473583046857,0.37367231140394,,,,,,,0.0,,INVALIDATED_NEWS
2026-09-18T23:53:21.102753+00:00,1,30.0,PLAN_INVALIDATED,WAIT,,49.34,0.24238399287081647,0.24238399287081647,0.24238399287081647,0.1594260539142416,0.37416573867739417,,,,,,,0.0,,INVALIDATED_NEWS
2026-09-18T23:53:22.120020+00:00,1,31.0,PLAN_INVALIDATED,WAIT,,49.370000000000005,0.24252773573806044,0.24252773573806044,0.24252773573806044,0.159255937194186,0.3746621774504279,,,,,,,0.0,,INVALIDATED_NEWS
2026-09-18T23:53:23.124006+00:00,1,32.0,PLAN_INVALIDATED,WAIT,,49.370000000000005,0.24267246521419428,0.24267246521419428,0.24267246521419428,0.15908436699090053,0.3751616566984377,,,,,,,0.0,,INVALIDATED_NEWS
2026-09-18T23:53:24.132202+00:00,1,33.0,PLAN_INVALIDATED,WAIT,,49.19,0.24281819156995502,0.24281819156995502,0.24281819156995502,0.1589113242936577,0.37566420578173004,,,,,,,0.0,,INVALIDATED_NEWS
2026-09-18T23:53:25.128044+00:00,1,34.0,PLAN_INVALIDATED,WAIT,,49.43,0.24296492522011906,0.24296492522011906,0.24296492522011906,0.1587367897528882,0.3761698544520763,,,,,,,0.0,,INVALIDATED_NEWS
2026-09-18T23:53:26.136004+00:00,1,35.0,PLAN_INVALIDATED,WAIT,,49.230000000000004,0.24311267672605158,0.24311267672605158,0.24311267672605158,0.1585607436724559,0.3766786328594047,,,,,,,0.0,,INVALIDATED_NEWS
2026-09-18T23:53:27.137382+00:00,1,36.0,NEWS,WAIT,,48.93,0.22732385788481674,0.233564887811036,0.2403832167791481,0.17014365588044603,0.33642505581751514,,,,,,,0.0,,News 1: 19.0%-24.0%
2026-09-18T23:53:27.137784+00:00,1,36.0,PLAN_INVALIDATED,WAIT,,48.93,0.22732385788481674,0.233564887811036,0.2403832167791481,0.17014365588044603,0.33642505581751514,,,,,,,0.0,,INVALIDATED_NEWS
2026-09-18T23:53:28.216860+00:00,1,37.0,PLAN_INVALIDATED,WAIT,,49.010000000000005,0.22742148605483967,0.23368331077302099,0.2405238263179263,0.17002012853325302,0.33683835299090775,,,,,,,0.0,,INVALIDATED_NEWS
2026-09-18T23:53:29.156612+00:00,1,38.0,PLAN_INVALIDATED,WAIT,,48.78,0.22751981710517552,0.23380257705630178,0.24066542611734715,0.16989556738418427,0.3372542928048021,,,,,,,0.0,,INVALIDATED_NEWS
2026-09-18T23:53:30.162827+00:00,1,39.0,PLAN_INVALIDATED,WAIT,,48.65,0.22761885868175818,0.2339226957484179,0.24080802674978763,0.1697699592992228,0.3376729016455824,,,,,,,0.0,,INVALIDATED_NEWS
2026-09-18T23:53:31.170612+00:00,1,40.0,PLAN_INVALIDATED,WAIT,,48.67,0.2277186185422027,0.2340436760685755,0.24095163893962687,0.16964329091905214,0.3380942062616459,,,,,,,0.0,,INVALIDATED_NEWS
2026-09-18T23:53:32.177204+00:00,1,41.0,PLAN_INVALIDATED,WAIT,,48.72,0.22781910455785837,0.23416552737005122,0.24109627356600336,0.16951554865416105,0.3385182337697552,,,,,,,0.0,,INVALIDATED_NEWS
2026-09-18T23:53:33.178648+00:00,1,42.0,PLAN_INVALIDATED,WAIT,,48.69,0.22792032471590737,0.23428825914264895,0.24124194166563295,0.1693867186798194,0.33894501166152685,,,,,,,0.0,,INVALIDATED_NEWS
2026-09-18T23:53:34.186530+00:00,1,43.0,PLAN_INVALIDATED,WAIT,,48.6,0.22802228712151038,0.23441188101521113,0.2413886544356888,0.16925678693092042,0.33937456781005937,,,,,,,0.0,,INVALIDATED_NEWS
2026-09-18T23:53:35.196380+00:00,1,44.0,PLAN_INVALIDATED,WAIT,,48.730000000000004,0.228125,0.2345364027581859,0.24153642323674498,0.1691257390966851,0.3398069304767047,,,,,,,0.0,,INVALIDATED_NEWS
2026-09-18T23:53:36.205473+00:00,1,45.0,PLAN_INVALIDATED,WAIT,,48.68,0.22822847169912358,0.23466183428625165,0.24168525959578577,0.16899356061522514,0.34024212831798617,,,,,,,0.0,,INVALIDATED_NEWS
2026-09-18T23:53:37.207542+00:00,1,46.0,PLAN_INVALIDATED,WAIT,,48.68,0.22833271069133643,0.2347881856610001,0.2418351752092816,0.1688602366679588,0.3406801903926676,,,,,,,0.0,,INVALIDATED_NEWS
2026-09-18T23:59:26.347428+00:00,1,24.0,NEWS,WAIT,,51.36,0.2736766578345297,0.2736766578345297,0.2736766578345297,0.2056458543012826,0.3929155236124582,,,,,,,0.0,,Risk free rate and current annualized volatility of RTM: 36.0%
2026-09-18T23:59:37.899657+00:00,1,36.0,NEWS,WAIT,,52.489999999999995,0.2717744720100908,0.2788047744797913,0.2862829973041615,0.22612848318840975,0.3706152746692746,,,,,,,0.0,,News 1: 26.0%-31.0%
